"","So_thu_tu","Ten_phim","Mo_ta","Thoi_gian","The_loai","Sao","Diem_so","Binh_chon","Dao_dien","Dien_vien","Tong_doanh_thu"
"1013",1013,"Aurora","Aurora, a commitment-phobic party animal, meets Iranian Darian one night at a hot-dog stand in Lapland. Darian is running from death and Aurora is running from love. They need each other in order to finally stop running.",106,"Comedy",6.8,NA,1509,"Miia Tervo","Mimosa Willamo",NA
"1014",1014,"En Brazos de un Asesino","Victor (William Levy) has a deep secret - he is a cold-blooded assassin. Smooth talking and seductive, Victor was raised to do one thing only, which is to kill for money. When he is sent to...                See full summary »",106,"Romance",6.1,NA,864,"Matías Moltrasio","William Levy",NA
"1015",1015,"Salir del ropero","A promising young lawyer sees her plans to wed into an important and ultraconservative family in danger when her grandma decides to marry her girl friend.",94,"Comedy",4.3,NA,1084,"Ángeles Reiné","Rosa Maria Sardà",NA
"1016",1016,"Atlantis","A soldier suffering from PTSD befriends a young volunteer hoping to restore peaceful energy to a war-torn society.",108,"Drama",6.7,NA,1719,"Valentyn Vasyanovych","Andriy Rymaruk",NA
"1017",1017,"Motichoor Chaknachoor","A hilarious story of a 36-year-old jobless man Pushpender, trying to find a wife and Anita who's also looking for a husband. But there's a catch - Anita wants to settle abroad after marriage.",150,"Comedy",5.8,NA,2710,"Debamitra Biswal","Nawazuddin Siddiqui",NA
"1018",1018,"Light from Light","A single mom and part-time paranormal investigator is asked to look into a possible ""haunting"" at a widower's farmhouse in East Tennessee.",82,"Drama",5.9,NA,659,"Paul Harrill","Marin Ireland",NA
"1019",1019,"Gente que viene y bah","After discovering that her boyfriend is cheating on her with a famous TV reporter, a woman returns to her family home to find herself.",97,"Comedy",6.2,NA,3000,"Patricia Font","Clara Lago",NA
"1020",1020,"Mu<U+1EDD>i B<U+1EA3>y","To find a shelter dog he befriended, a 17-year-old boy escapes a juvenile detention center and is joined on his quest by his older brother.",99,"Drama",7.3,NA,3864,"Daniel Sánchez Arévalo","Biel Montoro",NA
"1021",1021,"Chal Mera Putt","This is the story of six Punjabis from India, Pakistan and their struggle to get settled.",124,"Comedy",8,NA,2723,"Janjot Singh","Amrinder Gill",NA
"1022",1022,"Music, War and Love","Inspired by stories of Polish musicians from the 30-40's, the film's an uncommon love story; romantic, but with the love of music which draws the characters together.A young couple - Robert...                See full summary »",116,"Drama",6.6,NA,74,"Martha Coolidge","Adelaide Clemens",NA
"1023",1023,"Nareul chajajwo","A dedicated mother in search of her missing son follows a tip that leads her to a fishing village where corrupt police officers might have the answers to her mystery.",108,"Drama",6.4,NA,1133,"Seung-woo Kim","Lee Yeong-ae",NA
"1024",1024,"III","Three generations of the same family grapple with addiction and inherited trauma in this cinematic rendering of the latest album from American folk-rock band The Lumineers.",45,"Music",8.9,NA,95,"Kevin Phillips","Anna Cordell",NA
"1025",1025,"Paradise Beach","A team of former robbers arrived at Paradise: Phuket, southern Thailand. Until the day when the devil arrives: Mehdi, sentenced to 15 years in prison during the robbery, comes to recover his share of the cake.",93,"Action",4.5,NA,2114,"Xavier Durringer","Sami Bouajila",NA
"1026",1026,"Les plus belles années d'une vie","An old man is having memories of a former lover who is still alive. Images of their affair showing them young combine with dreams and poetry",90,"Drama",6.8,NA,1056,"Claude Lelouch","Jean-Louis Trintignant",NA
"1027",1027,"Baghdad in My Shadow","""Abu Nawas"" is a trendy café and popular hangout for artists, communists and gay Iraqi exiles in London, it's close to the Salafist Mosque. When Nasseer, a fanatic religious youth and ...                See full summary »",105,"Thriller",6.7,NA,322,"Samir","Haitham Abdel-Razzaq",NA
"1028",1028,"Sát Nhân Trên Không","A newlywed couple is terrorized by a consumer drone that has become sentient with the consciousness of a deranged serial killer.",82,"Comedy",4,NA,2943,"Jordan Rubin","Alex Essoe",NA
"1029",1029,"Santa Fake","The Christmas-themed family film will follow Pat Keeley, a young man from Ireland who has emigrated to the United States and finds himself caught up in an escalating whirlwind of shenanigans that takes him from New York to Santa Fe.",86,"Adventure",5.1,NA,197,"J.M. Burris","Ryan O'Malley",NA
"1030",1030,"Lingua Franca","An undocumented Filipina transwoman falls in love in Brooklyn.",89,"Drama",6.4,NA,644,"Isabel Sandoval","Eamon Farren",NA
"1031",1031,"Project Gio","When Youtuber Gio's parents go on holiday, a party in their brand new home gets completely out of control and half the house burns down. Gio has two weeks to repair the house while he continues to upload videos as if nothing is wrong.",90,"Comedy",1.9,NA,425,"Bas van Teylingen","Gio Latooy",NA
"1032",1032,"The Short History of the Long Road","A teenager has to confront the reality of life on the road after tragedy strikes.",90,"Adventure",6.5,NA,1033,"Ani Simon-Kennedy","Maggie Siff",NA
"1033",1033,"Kalki","Nanchenkotta is beset by problems and civilian life in here is a nightmare. However, the arrival of a fearless police officer with a strong sense of justice is about to change Nanchenkotta's law and order situation - once and for all.",141,"Action",4.8,NA,650,"Praveen Prabharam","Samyuktha Menon",NA
"1034",1034,"Death to Metal","After a freak accident, a disturbed priest is transformed into a mutated killing machine on a mission to wipe out the godless fans of heavy metal music.",80,"Comedy",7.1,NA,29,"Tim Connery","Alex Stein",NA
"1035",1035,"Barn","Lykke (13), the daughter of a prominent Labour Party politician, has accidentally beaten her classmate Jamie, the son of a local right wing-politician, to death. Lykke claims Jamie's death ...                See full summary »",157,"Drama",7.2,NA,1015,"Dag Johan Haugerud","Henriette Steenstrup",NA
"1036",1036,"Goliath","When Robin Walker returns home for her father's funeral, she's forced to confront the damaged family she left behind, as well as her own personal demons; resulting in the reveal of an unsettling secret.",90,"Drama",6.4,NA,28,"Luke Villemaire","Michelle Mylett",NA
"1037",1037,"Gang Leader","Nani plays the gang leader of five women belonging to different age groups, helping them to plot revenge.",155,"Action",7.7,NA,3545,"Vikram K. Kumar","Nani",NA
"1038",1038,"Padre no hay más que uno","A family father discovers how hard is care of his five children when his wife leaves him alone with them during a week of holidays.",98,"Comedy",6,NA,2366,"Santiago Segura","Santiago Segura",NA
"1039",1039,"5 Years Apart","Two estranged brothers born on the same day, five years apart, run into each other at their family vacation home with wildly different expectations for how their birthday weekend is going to play out.",76,"Comedy",5.6,NA,237,"Joe Angelo Menconi","Chloe Bennet",NA
"1040",1040,"Family Romance, LLC","A man is hired to impersonate the missing father of a young girl.",89,"Drama",6.7,NA,2362,"Werner Herzog","Ishii Yuichi",NA
"1041",1041,"Good Kisser","Jenna and Kate open up their relationship to an alluring stranger in the hopes of spicing up their two-year romance, only for it to expose the faults in their foundation.",80,"Comedy",4.3,NA,349,"Wendy Jo Carlton","Kari Alison Hodge",NA
"1042",1042,"Mo","Mo and her best friend Vera are caught cheating during exam by Ursu, the toughest professor in the university. After she asks him for a second chance, the professor invites them to his ...                See full summary »",76,"Drama",6.1,NA,574,"Radu Dragomir","Dana Rogoz",NA
"1043",1043,"Undtagelsen","Four women work together at a small NGO in Copenhagen that specialises in genocide. When two of them receive death threats, they suspect a Serbian war criminal; but then they start suspecting and turning against each other.",115,"Thriller",6.2,NA,668,"Jesper W. Nielsen","Danica Curcic",NA
"1044",1044,"Tuscaloosa","Alabama, 1972. As Billy falls for a patient at his father's mental asylum, his best friend becomes involved in a radical civil rights movement against Tuscaloosa's power elite.",101,"Drama",5.2,NA,281,"Philip Harder","Natalia Dyer",NA
"1045",1045,"Gut gegen Nordwind","Emmi Rothner only wanted to cancel a newspaper subscription, but because she makes a typo in the address bar, the e-mail ends up in the mailbox of Leo Leike. It is the beginning of a long online exchange.",123,"Drama",6.5,NA,1162,"Vanessa Jopp","Nora Tschirner",NA
"1046",1046,"Vitalina Varela","A Cape Verdean woman navigates her way through Lisbon, following the scanty physical traces her deceased husband left behind and discovering his secret, illicit life.",124,"Drama",6.8,NA,2002,"Pedro Costa","Vitalina Varela",NA
"1047",1047,"Road to the Lemon Grove","A deceased Sicilian father, has one last outrageous mission in store for his son - spread his ashes in the lemon groves of Sicily, reunite two feuding families, discovering the heart and soul of who he really is.",88,"Comedy",7.9,NA,82,"Dale Hildebrand","Burt Young",NA
"1048",1048,"My Name Is Sara","Sara is a a 13 year-old Polish Jew who finds refuge and is taken in by a farmer and his wife. She soon discovers the dark secrets of her employers' marriage, compounding the greatest secret she must strive to protect, her true identity.",111,"Biography",6.5,NA,488,"Steven Oritt","Zuzanna Surowy",NA
"1049",1049,"Halloween Party","A college student unwittingly releases terrifying entities from her school's past via a Halloween themed computer meme.",92,"Horror",5,NA,863,"Jay Dahl","Amy Groening",NA
"1050",1050,"Matar al dragon","The nightmarish tale of two siblings cruelly separated as kids. The youngest, Elena, is confined to the world of darkness, where she leads a miserable life. While the eldest, Facundo, ...                See full summary »",83,"Fantasy",4.6,NA,67,"Jimena Monteoliva","Nicolas Avruj",NA
"1051",1051,"Yo, adolescente","After the suicide of his best friend and the fire of a local dance called Cromañón, including recitals, illegal parties in an abandoned warehouse and high school, a year passes by in the ...                See full summary »",97,"Biography",6.5,"65",708,"Lucas Santa Ana","Renato Quattordio",NA
"1052",1052,"Bull","In a near-abandoned subdivision west of Houston, a wayward teen runs headlong into her equally willful and unforgiving neighbor, an aging bullfighter who's seen his best days in the arena; it's a collision that will change them both.",108,"Drama",6.5,"66",3640,"Annie Silverstein","Rob Morgan",NA
"1053",1053,"Wish Man","One boy's wish changed a man. One man's wish changed the world.",107,"Biography",7,"81",2493,"Theo Davies","Andrew Steel",NA
"1054",1054,"The Pink Chateau","A young woman follows a beautiful stranger into the countryside. What unfolds is a series of sensual and intimate tales, set to the music of In The Valley Below.",50,"Romance",5.4,"69",53,"Marcos Efron","Maggie Hall",NA
"1055",1055,"Le jeune Ahmed","A Belgian teenager hatches a plot to kill his teacher after embracing an extremist interpretation of the Quran.",85,"Drama",6.5,"53",3830,"Jean-Pierre Dardenne","Idir Ben Addi",NA
"1056",1056,"Docteur?","On Christmas Eve, Serge is the only on-call emergency doctor available. Struck by a crippling back-ache, he gets help from a pizza delivery boy who will need to step in the doctor's shoes.",90,"Comedy",6.4,"50",1671,"Tristan Séguéla","Michel Blanc",NA
"1057",1057,"Undateable John","A slacker surf instructor, who's on and off the wagon, gets his life together when he falls for a beautiful but troubled young woman he meets in Alcoholics Anonymous. A Romantic Dramedy.",90,"Comedy",4.5,"52",77,"Demian Lichtenstein","John Philbin",NA
"1058",1058,"Teacher","A high school English teacher goes to disturbing lengths to protect his favorite students from bullies..",100,"Drama",6.2,"58",1795,"Adam Dick","David Dastmalchian",NA
"1059",1059,"Tháng Nam H<U+1EA1>nh Phúc Ta T<U+1EEB>ng Có","A woman wants to reorganize her house and convert it into a home office. She will throw away anything that has been lying around unused. However, she faces a great challenge when she comes across some items that belonged to her ex-boyfriend.",113,"Drama",7.2,"28",2045,"Nawapol Thamrongrattanarit","Chutimon Chuengcharoensukying",NA
